"mood" "plants" "light" "social" "zone_id"
"1262" 3 0 8.63 6.82 "13"
"1263" 5.62 1 11.56 8.96 "13"
"1264" 4.39 1 10.61 9.86 "13"
"1265" 5.81 4 14.31 7.67 "13"
"1266" 5.95 0 10.57 7.67 "13"
"1267" 4.15 16 10.24 7.78 "13"
"1268" 1.94 2 11.07 9.37 "13"
"1269" 5.6 13 11.12 11.66 "13"
"1270" 3.5 5 14.67 7.05 "13"
"1271" 5.27 0 11.41 12.72 "13"
"1272" 4.3 12 13.82 9.09 "13"
"1273" 2.89 2 11.65 6.7 "13"
"1274" 3.57 0 12.9 3.24 "13"
"1275" 3.77 1 11.01 9.28 "13"
"1276" 2.81 1 10.74 10.07 "13"
"1277" 2.68 1 12.62 7.4 "13"
"1278" 4.55 2 9.5 10.41 "13"
"1279" 3.09 2 9.01 9.24 "13"
"1280" 2.85 3 13.53 10.01 "13"
"1281" 4.22 0 10.49 6.63 "13"
"1282" 4.54 6 11.66 8.99 "13"
"1283" 4.65 2 15.5 7.08 "13"
"1284" 3.81 1 8.73 7.64 "13"
"1285" 2.56 2 12.95 5.63 "13"
"1286" 3.16 3 11.62 7.97 "13"
"1287" 2.44 1 13.27 7.52 "13"
"1288" 4.58 0 13.72 7.92 "13"
"1289" 3.6 3 12.88 8.19 "13"
"1290" 4.51 1 13.67 7.65 "13"
"1291" 3.6 2 10.78 6.89 "13"
"1292" 3.41 4 14.11 9.25 "13"
"1293" 3.11 2 10.31 7.66 "13"
"1294" 5.08 11 13.07 9.98 "13"
"1295" 5.23 13 11.69 8.78 "13"
"1296" 3.27 4 14.59 5.92 "13"
"1297" 6.03 3 15.92 10.56 "13"
"1298" 3.14 2 13.16 8.47 "13"
"1299" 5.5 7 11.35 6.98 "13"
"1300" 6.39 2 11.76 7.94 "13"
"1301" 3.48 2 12.69 5.56 "14"
"1302" 6.39 18 11.9 6.6 "14"
"1303" 4.93 2 12.22 12.46 "14"
"1304" 5.41 2 13.27 12.72 "14"
"1305" 3.57 13 11.88 7.06 "14"
"1306" 2.39 8 12.95 2.68 "14"
"1307" 3.36 0 11.24 4.9 "14"
"1308" 4.93 4 12.58 9.98 "14"
"1309" 4.69 5 12.07 8.4 "14"
"1310" 3.57 7 10.68 9.18 "14"
"1311" 2.89 7 11.42 7.67 "14"
"1312" 4.88 1 15.01 8.65 "14"
"1313" 7.42 3 11.55 8.31 "14"
"1314" 5.66 1 8.88 8.91 "14"
"1315" 2.49 1 12.58 8.48 "14"
"1316" 5.31 11 14.01 5.77 "14"
"1317" 5.91 5 12.22 7.7 "14"
"1318" 4.37 0 13.8 10.47 "14"
"1319" 2.69 0 13.3 9.28 "14"
"1320" 3.65 3 14.31 7.11 "14"
"1321" 3.57 12 7.9 10.6 "14"
"1322" 3.08 1 12.28 8.2 "14"
"1323" 3.95 1 13.04 10.22 "14"
"1324" 6.05 1 11.38 10.39 "14"
"1325" 0.64 2 10.3 8.79 "14"
"1326" 3.42 4 9.99 8.53 "14"
"1327" 3.93 5 9.35 4.97 "14"
"1328" 5.37 1 13.16 8.57 "14"
"1329" 3.87 1 12.76 8.87 "14"
"1330" 4.18 4 8.69 4.05 "14"
"1331" 4.41 1 18.08 7.42 "14"
"1332" 2.86 1 13.61 8.44 "14"
"1333" 6.69 19 10.66 7.61 "14"
"1334" 5.9 3 12.91 9.05 "14"
"1335" 5.06 2 11.69 7.15 "14"
"1336" 5.96 4 12.22 7.12 "14"
"1337" 2.54 1 12.85 5.09 "14"
"1338" 4.25 3 11.9 9.12 "14"
"1339" 3.21 4 9.58 9.02 "14"
"1340" 3.66 1 16.46 9.68 "14"
"1341" 4.4 13 16.74 5.51 "14"
"1342" 4.37 6 10.28 6.8 "14"
"1343" 4.63 4 12.12 5.77 "14"
"1344" 3.72 6 13.57 7.49 "14"
"1345" 4.9 4 8.76 7.18 "14"
"1346" 3.95 0 14.75 5.73 "14"
"1347" 5.2 2 9.64 9.32 "14"
"1348" 5.05 0 7.2 7.79 "14"
"1349" 2.31 2 9.64 7.41 "14"
"1350" 5.56 8 13.03 8.74 "14"
"1351" 3.56 2 10.79 3.79 "14"
"1352" 5.5 9 14.13 7.19 "14"
"1353" 3.85 1 11.61 5.04 "14"
"1354" 3.22 6 11.11 11.05 "14"
"1355" 6.67 5 13.32 5.86 "14"
"1356" 6.09 1 8.44 5.45 "14"
"1357" 4.83 1 14.28 10.62 "14"
"1358" 3.62 7 11.63 6.3 "14"
"1359" 3.94 2 12.29 7.08 "14"
"1360" 4.89 7 11.9 11.05 "14"
"1361" 4.16 0 11.18 7.53 "14"
"1362" 4.71 3 16.58 10.78 "14"
"1363" 4.94 2 12.25 9.23 "14"
"1364" 6.47 6 12.73 7.06 "14"
"1365" 4.77 2 10.87 6.47 "14"
"1366" 3.09 3 15.5 5.54 "14"
"1367" 6.01 3 12.65 8.28 "14"
"1368" 5.18 1 10.76 9.02 "14"
"1369" 3.23 1 10.76 4.4 "14"
"1370" 4.17 2 12.3 3.58 "14"
"1371" 3.71 6 10.46 9.99 "14"
"1372" 2.69 3 9.07 7.27 "14"
"1373" 4.45 2 12.44 7.75 "14"
"1374" 6.21 8 11.34 9.81 "14"
"1375" 4.35 2 12.12 4.49 "14"
"1376" 5.44 1 13.77 8.21 "14"
"1377" 3.39 3 11.88 7.54 "14"
"1378" 3.97 7 10.98 3.86 "14"
"1379" 4.81 14 13.18 10.6 "14"
"1380" 3.5 0 8.28 9.54 "14"
"1381" 3.92 1 15.14 9.57 "14"
"1382" 2.34 0 9.67 5.93 "14"
"1383" 3.04 3 11.61 8.87 "14"
"1384" 3.74 2 12.12 2.45 "14"
"1385" 3.47 2 10.14 6.51 "14"
"1386" 4.88 15 10.45 3.96 "14"
"1387" 3.64 0 11.15 10.77 "14"
"1388" 5.01 18 11.43 5.62 "14"
"1389" 2.3 2 9.61 6.19 "14"
"1390" 4.26 2 10.71 8.29 "14"
"1391" 5.61 0 12.43 9.79 "14"
"1392" 3.05 4 12.5 7.49 "14"
"1393" 6.34 1 15.29 9.27 "14"
"1394" 4.47 1 17.71 8.82 "14"
"1395" 5.64 19 15.31 8.16 "14"
"1396" 5.82 1 13.04 6.91 "14"
"1397" 3.42 0 10.83 9.57 "14"
"1398" 4.55 1 11.1 11.03 "14"
"1399" 6.56 4 14.92 7.6 "14"
"1400" 3.03 1 11.82 6 "14"
"1401" 3.14 1 12.6 8.89 "15"
"1402" 2.04 6 14.1 9.29 "15"
"1403" 3.78 0 13.98 6.39 "15"
"1404" 5.07 8 10.91 8.14 "15"
"1405" 3.4 5 12.74 5.44 "15"
"1406" 4.68 3 8.22 7.48 "15"
"1407" 3.98 2 10.33 6.76 "15"
"1408" 5.79 1 11.32 7.22 "15"
"1409" 4.13 1 9.01 7.37 "15"
"1410" 5.91 3 10.08 8.11 "15"
"1411" 6.42 7 12.47 8.85 "15"
"1412" 4.28 4 10.45 7.47 "15"
"1413" 4.03 5 11.76 10.71 "15"
"1414" 3.63 1 11.78 7.52 "15"
"1415" 3.69 1 10.91 8.9 "15"
"1416" 5.46 2 12.14 6.77 "15"
"1417" 3.07 4 8.99 7.47 "15"
"1418" 1.54 2 13.7 10.86 "15"
"1419" 4.27 0 13.39 8.17 "15"
"1420" 5 9 15.31 8.3 "15"
"1421" 2.85 0 7.19 6.38 "15"
"1422" 4.07 8 10.69 6.45 "15"
"1423" 3.94 0 15.02 11.12 "15"
"1424" 1.54 1 12.15 7.6 "15"
"1425" 6.29 5 14.08 9.61 "15"
"1426" 6.82 9 12.85 11.93 "15"
"1427" 5.84 2 10.1 10.42 "15"
"1428" 3.23 1 10.61 6.78 "15"
"1429" 3.37 0 9.61 4.98 "15"
"1430" 4.19 7 12.55 8.06 "15"
"1431" 2.37 3 11.42 12.45 "15"
"1432" 3.36 3 10.5 6.65 "15"
"1433" 2.44 1 12.69 10.23 "15"
"1434" 4.12 1 11.79 6.84 "15"
"1435" 4 2 8.97 7.53 "15"
"1436" 3.27 3 9.27 4.73 "15"
"1437" 3.43 3 19.63 3.12 "15"
"1438" 4.83 5 11.43 3.96 "15"
"1439" 2.92 12 11.38 8.9 "15"
"1440" 4.59 4 15.65 6.06 "15"
"1441" 3.66 7 16.63 6.91 "15"
"1442" 3.12 3 9.7 6.2 "15"
"1443" 3.57 1 12.91 6.49 "15"
"1444" 4.72 2 14.14 8.02 "15"
"1445" 3.88 3 10.63 6.55 "15"
"1446" 6.68 2 11.41 8.75 "15"
"1447" 4.1 1 10.94 4.57 "15"
"1448" 2.69 2 12.89 9.81 "15"
"1449" 4.06 2 9.54 9.06 "15"
"1450" 6.09 1 12.38 8.84 "15"
"1451" 4.79 1 13.57 10.4 "15"
"1452" 5.28 3 12.81 7.14 "15"
"1453" 5.38 5 12.95 10.65 "15"
"1454" 3.76 0 12.94 7.46 "15"
"1455" 2.48 2 11.1 8.23 "15"
"1456" 5.18 3 12.73 7.44 "15"
"1457" 4.26 1 11.18 7.73 "15"
"1458" 2.79 1 12.74 8.2 "15"
"1459" 6.87 1 8.04 10.35 "15"
"1460" 4.01 1 13.74 7.28 "15"
"1461" 5.32 7 11.11 13.8 "15"
"1462" 3.58 3 14.04 10.82 "15"
"1463" 6.26 1 14.01 9.42 "15"
"1464" 3.42 0 12.73 9.9 "15"
"1465" 3.1 0 11.98 10 "15"
"1466" 4.06 4 9.45 5.02 "15"
"1467" 3.85 6 11.3 8.58 "15"
"1468" 4.38 2 11.65 6.86 "15"
"1469" 4.08 0 12.11 6.27 "15"
"1470" 2.97 5 12.15 7.32 "15"
"1471" 3.47 4 11.7 7.58 "15"
"1472" 2.31 0 13.52 4.8 "15"
"1473" 5.32 4 15.88 7.65 "15"
"1474" 2.3 0 10.59 8.09 "15"
"1475" 3.42 5 13.79 6 "15"
"1476" 5.98 6 12.13 10.22 "15"
"1477" 3.88 3 14.59 4.83 "15"
"1478" 1.49 1 10.14 11.02 "15"
"1479" 2.74 0 13.17 6.71 "15"
"1480" 4.15 1 13.29 8.06 "15"
"1481" 3.84 0 13.76 6.16 "15"
"1482" 4.7 1 13.26 8.8 "15"
"1483" 2.97 2 12.32 5.57 "15"
"1484" 4.36 2 9.85 8.95 "15"
"1485" 4.35 3 16.07 10.35 "15"
"1486" 3.07 1 8.63 3.84 "15"
"1487" 3.9 6 9.47 11.24 "15"
"1488" 4.03 10 12.91 8.99 "15"
"1489" 7.63 2 7.52 9.96 "15"
"1490" 2.3 2 12.22 12.54 "15"
"1491" 4.56 0 8.77 8.71 "15"
"1492" 4.01 1 12.12 8.77 "15"
"1493" 2.02 5 15.28 8.66 "15"
"1494" 2.78 0 12.19 8.79 "15"
"1495" 3.13 2 12.24 2.86 "15"
"1496" 3.98 0 11.69 6.02 "15"
"1497" 5.08 8 8.78 4.49 "15"
"1498" 4.25 1 10.54 11.7 "15"
"1499" 3.74 3 12.84 4.85 "15"
"1500" 4.36 0 15.89 8.65 "15"
"1501" 5.02 5 14.1 6.72 "16"
"1502" 2.34 5 8.95 2.69 "16"
"1503" 2.27 2 10.64 8.37 "16"
"1504" 4.25 8 15.99 4.17 "16"
"1505" 2.65 0 8.51 7.83 "16"
"1506" 3.46 4 14.82 6.93 "16"
"1507" 3.97 5 12.47 6.61 "16"
"1508" 3.15 2 12.42 9.99 "16"
"1509" 3.72 4 13.7 8.64 "16"
"1510" 2.76 1 14.34 5.88 "16"
"1511" 4.56 2 12.28 7.96 "16"
"1512" 4.6 4 11.3 5.18 "16"
"1513" 3.91 9 13.49 6.15 "16"
"1514" 3.01 3 9.55 9.56 "16"
"1515" 4.98 1 9.66 7.68 "16"
"1516" 3.92 2 9.32 3.45 "16"
"1517" 5.95 7 9.46 6.39 "16"
"1518" 4.5 1 9.37 8 "16"
"1519" 1.34 2 14.41 7.05 "16"
"1520" 2.75 7 10.43 5.75 "16"
"1521" 4.26 3 14.96 9.82 "16"
"1522" 3.27 1 9.09 5.49 "16"
"1523" 4.42 0 8.43 6.68 "16"
"1524" 1.76 4 11.83 9.52 "16"
"1525" 3.17 2 9.6 7.12 "16"
"1526" 3.24 1 11.55 11.17 "16"
"1527" 3.84 8 13.72 8.68 "16"
"1528" 2.7 3 12.36 6.17 "16"
"1529" 3.21 3 8.36 11.83 "16"
"1530" 4.07 2 9.95 6.51 "16"
"1531" 2.63 2 10.67 5.48 "16"
"1532" 2.79 4 10.92 8.57 "16"
"1533" 4.08 0 10.69 8.9 "16"
"1534" 4.55 4 7.78 7.4 "16"
"1535" 5.19 4 14.63 5.48 "16"
"1536" 2.27 1 11.44 6.07 "16"
"1537" 5.22 10 10.28 9.5 "16"
"1538" 4.51 8 11.64 9.63 "16"
"1539" 4.47 6 14.94 8.36 "16"
"1540" 2.75 3 11.7 6.31 "16"
"1541" 5.7 3 9.97 6.96 "16"
"1542" 4.66 1 7.34 7.74 "16"
"1543" 4.15 6 10.99 5.43 "16"
"1544" 5.85 8 11.54 11.92 "16"
"1545" 2.61 1 10.05 0.99 "16"
"1546" 4.15 0 10.34 5 "16"
"1547" 1.1 4 12.4 6.17 "16"
"1548" 1.54 2 12.11 6.84 "16"
"1549" 3.75 0 13.7 8.19 "16"
"1550" 4.09 3 11.35 7.66 "16"
"1551" 2.53 1 12.99 6.43 "16"
"1552" 3.72 6 10.62 5.69 "16"
"1553" 4.9 8 12.56 7.86 "16"
"1554" 3.35 6 15.05 5.03 "16"
"1555" 2.88 1 13.93 10.9 "16"
"1556" 6.3 1 13.43 12.11 "16"
"1557" 1.74 0 10.84 7.48 "16"
"1558" 4.71 0 11.51 9.35 "16"
"1559" 4.9 1 9.94 8.26 "16"
"1560" 3.35 6 12.68 10.95 "16"
"1561" 3.11 3 14.24 8.2 "16"
"1562" 3.38 2 9.13 7.77 "16"
"1563" 2.14 1 14.19 8.18 "16"
"1564" 7.01 5 9.31 12.09 "16"
"1565" 0.94 1 11.73 6.62 "16"
"1566" 2.92 2 11.22 6.03 "16"
"1567" 4.79 6 11.01 8.57 "16"
"1568" 4.14 0 9.88 7.18 "16"
"1569" 5.25 1 10.83 7.14 "16"
"1570" 2.8 2 11.78 8.42 "16"
"1571" 0.98 0 9.97 7.49 "16"
"1572" 2 2 12.26 9.59 "16"
"1573" 3.77 2 10.72 10.41 "16"
"1574" 5.58 6 7.74 6.16 "16"
"1575" 2.86 0 12.58 6.4 "16"
"1576" 2.93 6 13.39 10.02 "16"
"1577" 4.82 2 12.01 11.38 "16"
"1578" 3.21 2 11.72 10.23 "16"
"1579" 2.23 5 14.25 6.9 "16"
"1580" 6.5 1 10.8 5.98 "16"
"1581" 5.17 1 15.35 7.67 "16"
"1582" 2.1 2 13.38 4.58 "16"
"1583" 3.5 0 9.39 7.64 "16"
"1584" 5.72 0 10.42 8.17 "16"
"1585" 1.81 2 12.15 6.52 "16"
"1586" 4.23 5 10.07 7.24 "16"
"1587" 4.33 1 10.69 6.37 "16"
"1588" 6.86 7 11.14 10.53 "16"
"1589" 3.55 5 10.35 8.06 "16"
"1590" 2.93 0 13.92 9.09 "16"
"1591" 4.99 7 10.46 5.92 "16"
"1592" 3.51 0 12.74 8.83 "16"
"1593" 6.37 7 10.91 6.45 "16"
"1594" 3.65 3 14.15 9.17 "16"
"1595" 2.86 7 12.61 7.26 "16"
"1596" 5.49 1 12.78 7.11 "16"
"1597" 4.98 1 14.11 8.39 "16"
"1598" 3.81 0 10.38 4.67 "16"
"1599" 4.6 3 12.05 8.27 "16"
"1600" 1.82 6 11.38 8.26 "16"
"1601" 4.99 2 12.46 8.32 "17"
"1602" 6.09 5 13.05 8.52 "17"
"1603" 3.51 1 12.56 3.63 "17"
"1604" 1.62 0 11.36 3.53 "17"
"1605" 5.22 3 11.01 10.2 "17"
"1606" 7.42 5 14.1 8.22 "17"
"1607" 4.54 4 10.7 10.06 "17"
"1608" 4.09 0 14.02 7.56 "17"
"1609" 2.11 4 10.94 9.18 "17"
"1610" 4.38 8 10.78 7.35 "17"
"1611" 4.12 0 13.28 4.91 "17"
"1612" 7.6 2 12.35 10.2 "17"
"1613" 5.28 4 13.89 5.78 "17"
"1614" 5.92 1 11.2 5.59 "17"
"1615" 6.62 7 13.48 8.72 "17"
"1616" 3.83 4 15.38 10.09 "17"
"1617" 4.93 2 13.82 9.14 "17"
"1618" 2 0 13.97 6.1 "17"
"1619" 5.28 2 14.02 9.45 "17"
"1620" 4.86 5 15.01 7.16 "17"
"1621" 4.48 5 10.37 7.27 "17"
"1622" 3.94 2 11.11 6.93 "17"
"1623" 5.79 7 11.71 7.21 "17"
"1624" 3.11 4 13.81 10.64 "17"
"1625" 2.29 0 12.56 6.82 "17"
"1626" 3.08 0 13.25 7.52 "17"
"1627" 3.68 2 13.26 8.66 "17"
"1628" 4.27 1 13.95 9.35 "17"
"1629" 3.82 0 12.36 5.55 "17"
"1630" 5.71 5 13.25 7.68 "17"
"1631" 4.81 11 11.76 8.36 "17"
"1632" 2.85 3 11.64 7.04 "17"
"1633" 6.27 12 17.02 10.81 "17"
"1634" 3.43 3 12.27 10.03 "17"
"1635" 5.12 3 13.1 9.83 "17"
"1636" 7.71 3 13 8.59 "17"
"1637" 2.58 4 11.27 7.51 "17"
"1638" 5.16 3 14.75 9.69 "17"
"1639" 1.7 2 15.38 8.94 "17"
"1640" 3.2 2 7.92 5.79 "17"
"1641" 3.79 1 14.93 10.02 "17"
"1642" 3.87 9 9.84 11.82 "17"
"1643" 5.79 3 14.98 6.2 "17"
"1644" 4.54 2 13.5 8.08 "17"
"1645" 5.63 0 14.4 8.72 "17"
"1646" 4.35 1 10.1 9.29 "17"
"1647" 5.09 3 13.28 8.08 "17"
"1648" 5.11 1 12.95 9.54 "17"
"1649" 2.99 6 11.42 4.96 "17"
"1650" 3.85 4 11.65 6.53 "17"
"1651" 1.84 10 11.3 5.85 "17"
"1652" 3.77 7 12.79 8.52 "17"
"1653" 4.56 0 8.88 6.38 "17"
"1654" 4.73 14 16.52 9.75 "17"
"1655" 5.41 4 10.26 6.62 "17"
"1656" 3.82 0 13.61 8.65 "17"
"1657" 2.95 3 12.84 9.06 "17"
"1658" 5.78 8 15.38 9.47 "17"
"1659" 4.65 9 12.03 9.23 "17"
"1660" 2 2 10.75 6.58 "17"
"1661" 5.36 2 11.87 13.78 "17"
"1662" 8.37 3 14.63 9.11 "17"
"1663" 3.13 5 11.43 7.61 "17"
"1664" 5.55 2 11.69 9.01 "17"
"1665" 3.4 2 9.62 9.14 "17"
"1666" 3.12 6 12.04 9.68 "17"
"1667" 6.59 2 11.1 6.49 "17"
"1668" 4.92 1 13.51 8.24 "17"
"1669" 5.38 3 10.72 6.56 "17"
"1670" 4.81 0 10.13 6 "17"
"1671" 7.95 5 11.43 10.8 "17"
"1672" 3.54 2 11.67 4.57 "17"
"1673" 6.23 6 10.67 7.85 "17"
"1674" 4.76 1 9.78 8.57 "17"
"1675" 5.03 1 11.64 7.71 "17"
"1676" 2.96 0 9.55 9.16 "17"
"1677" 4.35 5 14.82 7.05 "17"
"1678" 4.58 3 12.12 6.03 "17"
"1679" 6.7 1 12.84 11.17 "17"
"1680" 5.34 1 14.07 9.47 "17"
"1681" 5.09 2 11.91 10.74 "17"
"1682" 0.61 4 12 8.26 "17"
"1683" 1.43 2 13.28 9.98 "17"
"1684" 3.94 2 10.35 7.15 "17"
"1685" 5.93 2 12.11 7.58 "17"
"1686" 3.12 3 7.47 5.88 "17"
"1687" 2.54 7 13.39 9.39 "17"
"1688" 3.25 1 7.54 10.82 "17"
"1689" 5.05 5 11.9 8.76 "17"
"1690" 2.65 0 9.49 6.43 "17"
"1691" 5.02 1 9.67 5.9 "17"
"1692" 5.1 2 11.58 6.34 "17"
"1693" 4.23 2 9.85 6.35 "17"
"1694" 3.69 4 12.01 6.84 "17"
"1695" 1.84 0 15.99 8.63 "17"
"1696" 4.8 2 10.35 10.34 "17"
"1697" 3.57 2 12.12 7.2 "17"
"1698" 2.9 3 10.37 10.71 "17"
"1699" 4.08 0 10.32 8.81 "17"
"1700" 5.65 2 7.49 6.74 "17"
"1701" 3.04 4 14.37 4.76 "18"
"1702" 3.3 2 9.47 7.35 "18"
"1703" 2.35 6 10.96 12.48 "18"
"1704" 2.03 8 11.96 11.63 "18"
"1705" 2.27 4 8.56 8.57 "18"
"1706" 3.64 5 10.47 7.2 "18"
"1707" 2.9 4 10.73 4.72 "18"
"1708" 2.74 0 9.26 7.79 "18"
"1709" 2.36 1 10.78 11.47 "18"
"1710" 3.4 2 11.43 10.1 "18"
"1711" 2.99 2 10.79 3.01 "18"
"1712" 2.2 0 11.07 10.6 "18"
"1713" 5.09 2 11.6 12.23 "18"
"1714" 2.51 4 7.44 8.99 "18"
"1715" 2.75 1 12.46 8.64 "18"
"1716" 5.02 4 13.7 7.25 "18"
"1717" 1.13 4 14.74 8.16 "18"
"1718" 2.81 9 10.77 6.79 "18"
"1719" 1.23 0 15.28 10.04 "18"
"1720" 1.39 4 11.04 8.48 "18"
"1721" 2.08 5 12.16 8.77 "18"
"1722" 2.16 2 10.75 7.52 "18"
"1723" 3.23 2 12.71 7 "18"
"1724" 1.52 1 10.99 9.78 "18"
"1725" 2.11 3 11.38 7.45 "18"
"1726" 3.62 4 8.59 10.61 "18"
"1727" 3.16 0 12.69 8.81 "18"
"1728" 3.34 2 9.5 6.32 "18"
"1729" 2.07 4 13.01 8.17 "18"
"1730" 2.48 4 12.86 6.9 "18"
"1731" 1.42 1 8.95 6.73 "18"
"1732" 2.33 14 12.29 8.51 "18"
"1733" 2.7 7 10.73 6.61 "18"
"1734" 4.43 0 11.85 8.39 "18"
"1735" 2.03 3 10.09 9.65 "18"
"1736" 2.74 6 9.68 6.53 "18"
"1737" 5.3 0 12.99 8.51 "18"
"1738" 3.37 2 13.65 6.09 "18"
"1739" 3.45 3 10.03 7.9 "18"
"1740" 1.33 2 11.68 11.94 "18"
"1741" 3.36 0 14.15 7.35 "18"
"1742" 1.49 0 9.29 9.02 "18"
"1743" 2.54 4 14.81 11.43 "18"
"1744" 2.05 2 13.37 7.05 "18"
"1745" 3.33 5 13.51 9.72 "18"
"1746" 3.17 0 10.81 8.15 "18"
"1747" 3.27 7 12.35 11.56 "18"
"1748" 4.97 0 11.97 10.29 "18"
"1749" 2.55 4 9.35 6.73 "18"
"1750" 4.39 5 13.93 3.48 "18"
"1751" 0.22 0 11.06 7.94 "18"
"1752" 2.87 0 11.7 6.27 "18"
"1753" 3.71 1 9.56 8.34 "18"
"1754" 0.78 5 14.33 5.37 "18"
"1755" 3.34 1 14.48 13.54 "18"
"1756" 2.69 6 11.03 6.87 "18"
"1757" 4.25 2 9.73 3.95 "18"
"1758" 3.79 2 11.81 5.56 "18"
"1759" 1.91 21 9.1 6.02 "18"
"1760" 3.4 6 9.35 11.7 "18"
"1761" 3.7 1 13.1 7.3 "18"
"1762" 3.58 3 12.62 9.67 "18"
"1763" 4.13 3 8.72 7.44 "18"
"1764" 3.32 1 13.32 7.83 "18"
"1765" 0.73 6 10.86 11.96 "18"
"1766" 2.83 2 14.65 8.87 "18"
"1767" 2.77 2 13.92 7.74 "18"
"1768" 3.25 0 12.81 6.78 "18"
"1769" 2.12 6 13.17 7.69 "18"
"1770" 2.24 3 9.36 7.04 "18"
"1771" 3.16 2 10.94 6.41 "18"
"1772" 5.14 1 13.94 11.31 "18"
"1773" 2.27 2 13.43 6.26 "18"
"1774" 2.33 2 10.77 8.42 "18"
"1775" 5.24 4 13.2 8.21 "18"
"1776" 2.85 4 9.6 9.58 "18"
"1777" 3.52 5 12.12 9.47 "18"
"1778" 3.6 1 10.88 4.85 "18"
"1779" 3.4 2 13.04 11.66 "18"
"1780" 4.8 10 12.54 8.74 "18"
"1781" 3.31 4 9.42 9.24 "18"
"1782" 3.43 1 10.47 9.28 "18"
"1783" 2.67 7 14.01 8.7 "18"
"1784" 4.82 3 12.64 8.86 "18"
"1785" 4.04 1 16.84 8.46 "18"
"1786" 2.24 1 11.37 10.07 "18"
"1787" 0.88 1 14.87 11.21 "18"
"1788" 4.31 2 13.03 8.61 "18"
"1789" 1.03 3 8.99 9.66 "18"
"1790" 1.7 2 11.29 9.84 "18"
"1791" 2.11 0 14.16 7.28 "18"
"1792" 4.26 3 11.6 8.49 "18"
"1793" 3.89 4 14.35 8.96 "18"
"1794" 2.13 6 11.47 10.65 "18"
"1795" 3.93 2 12.6 5.23 "18"
"1796" 3.47 1 11 6.04 "18"
"1797" 1.98 1 11.96 7.18 "18"
"1798" 2.03 4 9.72 5.03 "18"
"1799" 2.87 9 12.94 8.34 "18"
"1800" 3.94 13 14.41 8.28 "18"
"1801" 3.11 2 12.84 7.73 "19"
"1802" 2.09 0 7.32 9.9 "19"
"1803" 2.95 2 11.37 9.29 "19"
"1804" 2.51 3 14.36 9.91 "19"
"1805" 3.13 1 13.84 9.48 "19"
"1806" 3.92 7 11.83 9.32 "19"
"1807" 3.61 3 11.16 9.76 "19"
"1808" 3.82 2 11.31 8.93 "19"
"1809" 2.04 5 10.83 8.34 "19"
"1810" 3.9 2 11.58 9.02 "19"
"1811" 2.54 1 13.17 5.27 "19"
"1812" 5.83 3 10.89 8.5 "19"
"1813" 4.47 1 13.39 6.49 "19"
"1814" 4.2 6 12.62 9.38 "19"
"1815" 3.08 2 10.02 10.68 "19"
"1816" 4.22 3 15.96 7.78 "19"
"1817" 1.7 5 12.12 6.87 "19"
"1818" 3.55 0 8.57 10.46 "19"
"1819" 2.86 3 14.72 10.15 "19"
"1820" 3.79 1 11.64 9.62 "19"
"1821" 4.37 1 12.17 6.75 "19"
"1822" 2.9 1 11.43 6.32 "19"
"1823" 2.44 1 12.63 4.49 "19"
"1824" 1.46 5 12.6 6.88 "19"
"1825" 2.49 1 11.63 4.76 "19"
"1826" 5.18 2 13.87 7.67 "19"
"1827" 2.87 2 14.48 7.7 "19"
"1828" 4.44 0 13.29 10.34 "19"
"1829" 3.12 4 13.82 6.87 "19"
"1830" 4.04 0 16.66 7.39 "19"
"1831" 4.75 0 15.16 7.23 "19"
"1832" 2.94 1 13.9 7.24 "19"
"1833" 4.37 4 10.87 7.3 "19"
"1834" 1.5 6 12.56 7.88 "19"
"1835" 2.94 3 10.31 8.86 "19"
"1836" 2.39 3 11.74 8.28 "19"
"1837" 3.13 0 10.14 5.3 "19"
"1838" 4.9 3 8.23 8.05 "19"
"1839" 5.82 4 12.59 10.94 "19"
"1840" 1.91 4 16.4 5.35 "19"
"1841" 2.72 3 13.77 6.42 "19"
"1842" 4.86 3 9.87 11.34 "19"
"1843" 3.42 4 9.34 10.15 "19"
"1844" 2.37 1 13.19 6.25 "19"
"1845" 4.87 1 11.92 9.78 "19"
"1846" 4.41 1 13.07 7.64 "19"
"1847" 3.82 2 13.18 5.41 "19"
"1848" 3.15 1 16.03 5.6 "19"
"1849" 5.16 6 10.38 6.5 "19"
"1850" 2.32 5 12.97 8.17 "19"
"1851" 0.13 0 7.2 6.58 "19"
"1852" 2.84 0 10.43 6.58 "19"
"1853" 2.83 7 8.78 7.88 "19"
"1854" 4.33 6 11.79 8.52 "19"
"1855" 5.01 4 8.08 5.28 "19"
"1856" 3.18 11 12.03 5.81 "19"
"1857" 4.27 11 15.22 5.93 "19"
"1858" 2.22 4 16.56 10.56 "19"
"1859" 2.79 0 10.76 5.98 "19"
"1860" 2.23 2 11.63 4.56 "19"
"1861" 3.74 11 18.01 7.5 "19"
"1862" 3.61 3 10.98 9.54 "19"
"1863" 3.22 3 13.8 6.54 "19"
"1864" 3.35 1 12.85 8.03 "19"
"1865" 3.01 3 12.56 8.17 "19"
"1866" 3.75 3 14.19 9.14 "19"
"1867" 3.33 2 14.27 7.13 "19"
"1868" 5.79 5 13.35 12.13 "19"
"1869" 1.14 0 12.18 9.3 "19"
"1870" 4.18 1 13.54 4.88 "19"
